village_officer_domain,village_officer_domain_no,house_address,nic,gender,district
Periyaneelavanai  02,KP/71/4,305,893862,M,ampara
Periyaneelavanai  02,KP/71/4,318,1441,F,ampara
Islamabad & kalFunai Town,KP/59A,14,517316,M,ampara
Islamabad & kalFunai Town,KP/59A,42,242455,F,ampara
Islamabad & kalFunai Town,KP/59A,73,861456,M,ampara
Islamabad & kalFunai Town,KP/59A,120,990074,M,ampara
Islamabad & kalFunai Town,KP/59A,124/A,447741,F,ampara
Islamabad & kalFunai Town,KP/59A,202/A,923699,F,ampara
KalFunai MusliF Section,KP/59,66/2/D,981387,M,ampara
KalFunai MusliF Section,KP/59,85/1/B,446587,F,ampara
KalFunai MusliF Section,KP/59,85/E,833830,M,ampara
KalFunai MusliF Section,KP/59,86,272855,F,ampara
KalFunai MusliF Section,KP/59,87/4,240292,F,ampara
KalFunai MusliF Section,KP/59,90/2/B,992296,M,ampara
KalFunai MusliF Section,KP/59,96/D/2,379262,F,ampara
KalFunai MusliF Section,KP/59,96/K,96451,F,ampara
KalFunai MusliF Section,KP/59,139/1,207398,F,ampara
KalFunai MusliF Section,KP/59,155/5/A,968831,M,ampara
KalFunai MusliF Section,KP/59,156/1/A/2,267010,M,ampara
KalFunai MusliF Section,KP/59,156/2/B,486292,M,ampara
KalFunai MusliF Section,KP/59,161/3/B,506824,F,ampara
KalFunai MusliF Section,KP/59,165/12/1,102074,F,ampara
KalFunai MusliF Section,KP/59,167/B,499750,M,ampara
KalFunai MusliF Section,KP/59,169/18/E,485926,M,ampara
KalFunai MusliF Section,KP/59,169/18/F,336277,M,ampara
KalFunai MusliF Section,KP/59,189/1,228894,F,ampara
KalFunai MusliF Section,KP/59,200/2/C,49719,M,ampara
KalFunai MusliF Section,KP/59,21/2,177979,F,ampara
KalFunai MusliF Section,KP/59,21/A/1,813254,M,ampara
KalFunai MusliF Section,KP/59,36/A/2,792827,F,ampara
KalFunai MusliF Section,KP/59,52/A/2,274271,M,ampara
KalFunai MusliF Section,KP/59,83/C,624018,F,ampara
KalFunai MusliF Section,KP/59,84/A/1,56936,M,ampara
KalFunai MusliF Section,KP/59,84/B/1,676003,M,ampara
KalFunai MusliF Section,KP/59,88/B,370552,F,ampara
KalFunai MusliF Section,KP/59,94/8,731830,M,ampara
KalFunai MusliF Section,KP/59,97/1,746046,M,ampara
KalFunai MusliF Section,KP/59,102/2,348583,M,ampara
KalFunai MusliF Section,KP/59,103/D,997040,M,ampara
KalFunaikudi 01,KP/58,209,506367,M,ampara
KalFunaikudi 01,KP/58,212/1,517416,F,ampara
KalFunaikudi 01,KP/58,233/A/2,935629,F,ampara
KalFunaikudi 01,KP/58,239/A/1,410216,M,ampara
KalFunaikudi 01,KP/58,244,142903,F,ampara
KalFunaikudi 01,KP/58,262/E,45522,F,ampara
KalFunaikudi 01,KP/58,268/B,695995,M,ampara
KalFunaikudi 01,KP/58,273/1,369488,F,ampara
KalFunaikudi 01,KP/58,289/A/1,453144,M,ampara
KalFunaikudi 01,KP/58,381/B,218846,F,ampara
KalFunaikudi 01,KP/58,389/2,933978,F,ampara
KalFunaikudi 03,KP/58A,320,799316,F,ampara
KalFunaikudi 03,KP/58A,332/A/1,185156,M,ampara
KalFunaikudi 03,KP/58A,354/C/1,341575,M,ampara
KalFunaikudi 03,KP/58A,373/B,518004,M,ampara
KalFunaikudi 03,KP/58A,376/C,286793,F,ampara
KalFunaikudi 03,KP/58A,378/C,126639,M,ampara
KalFunaikudi 03,KP/58A,380,442972,F,ampara
KalFunaikudi 03,KP/58A,380/B/4,927209,M,ampara
KalFunaikudi 04,KP/58B,438/3,119768,F,ampara
KalFunaikudi 04,KP/58B,438/B,468453,M,ampara
KalFunaikudi 04,KP/58B,439/C,997009,F,ampara
KalFunaikudi 04,KP/58B,442/A/1,80713,M,ampara
KalFunaikudi 04,KP/58B,460/C/1,553725,M,ampara
KalFunaikudi 04,KP/58B,460/2,555975,F,ampara
KalFunaikudi 04,KP/58B,460/4,134331,M,ampara
KalFunaikudi 04,KP/58B,473/A,36349,F,ampara
KalFunaikudi 02,KP/58C,114/4,702473,M,ampara
KalFunaikudi 02,KP/58C,114/B/4,16402,F,ampara
KalFunaikudi 02,KP/58C,115/A,596398,F,ampara
KalFunaikudi 02,KP/58C,116/B,594316,F,ampara
KalFunaikudi 02,KP/58C,124/B/2,261537,M,ampara
KalFunaikudi 02,KP/58C,130/E,5144,F,ampara
KalFunaikudi 02,KP/58C,143/2,679672,F,ampara
KalFunaikudi 02,KP/58C,155/A,927480,M,ampara
KalFunaikudi 05,KP/56,08/A,33846,M,ampara
KalFunaikudi 05,KP/56,9/2/B,900770,M,ampara
KalFunaikudi 05,KP/56,10/C,722121,M,ampara
KalFunaikudi 05,KP/56,20/E,819388,F,ampara
KalFunaikudi 05,KP/56,25/A,773996,F,ampara
KalFunaikudi 05,KP/56,35/A,592292,M,ampara
KalFunaikudi 05,KP/56,50/A/1,838315,F,ampara
KalFunaikudi 05,KP/56,54/A,663308,F,ampara
KalFunaikudi 05,KP/56,60/2,463388,M,ampara
KalFunaikudi 05,KP/56,71/3,797982,M,ampara
KalFunaikudi 05,KP/56,87/A,799192,M,ampara
KalFunaikudi 05,KP/56,89,927320,M,ampara
KalFunaikudi 05,KP/56,108,985783,F,ampara
KalFunaikudi 05,KP/56,136/C,960475,M,ampara
KalFunaikudi 06,KP/56F,105/A,510195,M,ampara
KalFunaikudi 06,KP/56F,125/C,205462,F,ampara
KalFunaikudi 06,KP/56F,218/1,617884,F,ampara
KalFunaikudi 06,KP/56F,231/C/3,393632,F,ampara
KalFunaikudi 06,KP/56F,232/C/1,129374,F,ampara
KalFunaikudi 08,KP/56D,187/2,416027,F,ampara
KalFunaikudi 08,KP/56D,189,549726,F,ampara
KalFunaikudi 08,KP/56D,202/B/3,780522,F,ampara
KalFunaikudi 08,KP/56D,231/F,311111,M,ampara
KalFunaikudi 08,KP/56D,236,441666,M,ampara
KalFunaikudi 08,KP/56D,430/A/1,362127,M,ampara
KalFunaikudi 08,KP/56D,445/1,857930,M,ampara
KalFunaikudi 08,KP/56D,453/1,469029,M,ampara
KalFunaikudi 08,KP/56D,455/A,439832,F,ampara
KalFunaikudi 08,KP/56D,455/A/13/3,109037,F,ampara
KalFunaikudi 09,KP/56B,51/D,67836,F,ampara
KalFunaikudi 09,KP/56B,244/C,18356,M,ampara
KalFunaikudi 09,KP/56B,257/C,383030,F,ampara
KalFunaikudi 09,KP/56B,261/A/1,867745,M,ampara
KalFunaikudi 09,KP/56B,272,244658,M,ampara
KalFunaikudi 07,KP/56E,137/B,631810,M,ampara
KalFunaikudi 07,KP/56E,140/1,158869,M,ampara
KalFunaikudi 07,KP/56E,249/6,17345,F,ampara
KalFunaikudi 07,KP/56E,251/A,622016,F,ampara
KalFunaikudi 07,KP/56E,268,976582,M,ampara
KalFunaikudi 07,KP/56E,277/A,178807,F,ampara
KalFunaikudi 07,KP/56E,289/A,281950,M,ampara
KalFunaikudi 07,KP/56E,386/D,277621,F,ampara
KalFunaikudi 07,KP/56E,309/B,6796,F,ampara
KalFunaikudi 07,KP/56E,311,614122,F,ampara
KalFunaikudi 07,KP/56E,328/A/1,497352,M,ampara
KalFunaikudi 07,KP/56E,357,340562,M,ampara
KalFunaikudi 09,KP/56B,1/E/3,13511,F,ampara
KalFunaikudi 09,KP/56B,1/H/5/A,120965,F,ampara
KalFunaikudi 09,KP/56B,1/K/3/A,626453,F,ampara
KalFunaikudi 09,KP/56B,2/B/4,67774,M,ampara
KalFunaikudi 09,KP/56B,2/D/1,481545,F,ampara
KalFunaikudi 09,KP/56B,5/C/1,421563,F,ampara
KalFunaikudi 09,KP/56B,5/C/1,216477,F,ampara
KalFunaikudi 09,KP/56B,5/N/3/C,796430,F,ampara
KalFunaikudi 09,KP/56B,5/N/4,911216,M,ampara
KalFunaikudi 09,KP/56B,5/N/6,915487,M,ampara
KalFunaikudi 09,KP/56B,24/B,728891,M,ampara
KalFunaikudi 09,KP/56B,27/B,802628,M,ampara
KalFunaikudi 09,KP/56B,434/2,965573,F,ampara
KalFunaikudi 09,KP/56B,460/5,365091,M,ampara
KalFunaikudi 09,KP/56B,491/A/3,648229,M,ampara
KalFunaikudi 09,KP/56B,494,98798,F,ampara
KalFunaikudi 09,KP/56B,506/2,911348,F,ampara
KalFunaikudi 09,KP/56B,513/1,362279,F,ampara
KalFunaikudi 10,KP/56C,128/B,552689,M,ampara
KalFunaikudi 10,KP/56C,136,543678,M,ampara
KalFunaikudi 10,KP/56C,159,281438,M,ampara
Komarie 01,P/23,255,176540,F,ampara
Komarie 01,P/23,277/A/1,867765,M,ampara
Komarie 01,P/23,284/C,723446,M,ampara
Komarie 01,P/23,383,399238,F,ampara
Komarie 01,P/23,385/A,386672,F,ampara
Komarie 01,P/23,309,159673,M,ampara
Komarie 01,P/23,339/A,366415,M,ampara
Komarie 01,P/23,347,197222,M,ampara
Komarie 01,P/23,350,877631,M,ampara
Komarie 02,P/24,46,419356,F,ampara
Komarie 02,P/24,112/B,61243,M,ampara
Komarie 02,P/24,150/A,217724,F,ampara
Komarie 02,P/24,168/A,744970,F,ampara
Komarie 02,P/24,209,722735,M,ampara
Komarie 02,P/24,336,77045,F,ampara
Komarie 02,P/24,343,879812,M,ampara
Komarie 02,P/24,352,288909,F,ampara
KanagarkiramaF,P/25,2/A,341374,F,ampara
KanagarkiramaF,P/25,3/A,580056,F,ampara
KanagarkiramaF,P/25,87/B,429058,F,ampara
KanagarkiramaF,P/25,93,161995,F,ampara
KanagarkiramaF,P/25,124,422861,F,ampara
KanagarkiramaF,P/25,135/A,789476,M,ampara
KanagarkiramaF,P/25,142/D,109584,F,ampara
KanagarkiramaF,P/25,149/C,524497,F,ampara
KanagarkiramaF,P/25,173/A,745335,F,ampara
Inspector EthaF,P/10,125/B,783864,M,ampara
Inspector EthaF,P/10,137,126363,M,ampara
Inspector EthaF,P/10,187/B,849685,F,ampara
Inspector EthaF,P/10,202,636176,F,ampara
Inspector EthaF,P/10,206/A,271777,M,ampara
Inspector EthaF,P/10,201/1,568698,F,ampara
Inspector EthaF,P/10,238,615070,F,ampara
Inspector EthaF,P/10,241,926451,M,ampara
Inspector EthaF,P/10,279,930416,M,ampara
Pothuvil Town,P/12,64/B,506885,M,ampara
Pothuvil Town,P/12,69/A,977247,M,ampara
Pothuvil Town,P/12,82/A,682783,F,ampara
Pothuvil Town,P/12,89/A,998950,M,ampara
Vaddively,P/11,1,127631,F,ampara
Vaddively,P/11,11,424522,M,ampara
Vaddively,P/11,34,185883,M,ampara
Vaddively,P/11,41,295051,F,ampara
Vaddively,P/11,49,91911,F,ampara
Vaddively,P/11,58,721093,M,ampara
Vaddively,P/11,65,7956,M,ampara
Vaddively,P/11,74,759765,F,ampara
Vaddively,P/11,87,464739,M,ampara
Vaddively,P/11,113,675763,F,ampara
Kundumadu,P/09,57,30076,F,ampara
Kundumadu,P/09,58,947664,F,ampara
Kundumadu,P/09,83,511960,M,ampara
Kundumadu,P/09,141,424793,F,ampara
Kundumadu,P/09,160,242176,M,ampara
Kundumadu,P/09,263/C,810213,F,ampara
Kundumadu,P/09,382,843036,F,ampara
Victor Estate 1,P/16,20/D,840021,M,ampara
Victor Estate 1,P/16,28/A,655061,M,ampara
Victor Estate 1,P/16,54/F,100790,M,ampara
Victor Estate 1,P/16,56/B,462288,M,ampara
Victor Estate 1,P/16,71/1,202821,M,ampara
Victor Estate 1,P/16,77/D,770917,F,ampara
Victor Estate 1,P/16,83/B,384918,F,ampara
Victor Estate 1,P/16,112/B,108708,M,ampara
Victor Estate 1,P/16,112/E,616473,M,ampara
Victor Estate 1,P/16,123,56677,M,ampara
Victor Estate 1,P/16,125/A,315914,M,ampara
Victor Estate 1,P/16,133/3,456481,F,ampara
Victor Estate 1,P/16,161/D,765207,M,ampara
Victor Estate 1,P/16,179/F,780227,M,ampara
Victor Estate 1,P/16,181/D,981543,M,ampara
Victor Estate 1,P/16,200/E,809552,M,ampara
Victor Estate 1,P/16,224,793330,F,ampara
Pakkiyawatta 1,P/13,20/C,78390,F,ampara
Pakkiyawatta 1,P/13,26/A,948805,M,ampara
Pakkiyawatta 1,P/13,95/3,107928,M,ampara
Pakkiyawatta 1,P/13,114,638471,M,ampara
Pakkiyawatta 1,P/13,138,850621,M,ampara
Pakkiyawatta 2,P/14,38/A/1,697881,M,ampara
Pakkiyawatta 2,P/14,38/B/1,594792,F,ampara
Pakkiyawatta 2,P/14,69/A,196308,F,ampara
Pakkiyawatta 2,P/14,97,267206,F,ampara
Pakkiyawatta 2,P/14,111,995649,M,ampara
Pakkiyawatta 2,P/14,112,354510,M,ampara
Pakkiyawatta 2,P/14,120,916549,M,ampara
Pakkiyawatta 2,P/14,138/2,888943,F,ampara
Pakkiyawatta 2,P/14,132/2,98261,M,ampara
Pakkiyawatta 2,P/14,136/1,158067,M,ampara
Pakkiyawatta 2,P/14,145/C,776226,F,ampara
Victor Estate 2,P/17,2-May,514510,M,ampara
Victor Estate 2,P/17,3-Sep,79711,F,ampara
Victor Estate 2,P/17,21/1,242965,M,ampara
Victor Estate 2,P/17,30,992877,M,ampara
Victor Estate 2,P/17,46,889437,M,ampara
Victor Estate 2,P/17,77,895393,M,ampara
Victor Estate 2,P/17,112,608495,F,ampara
Victor Estate 2,P/17,143/1,982643,M,ampara
Victor Estate 2,P/17,409/1,593608,M,ampara
Victor Estate 2,P/17,538/1,357448,M,ampara
Victor Estate 2,P/17,545/3,114852,M,ampara
Kalappukaddu,P/15,399,656757,F,ampara
Kalappukaddu,P/15,468,2075,F,ampara
Kalappukaddu,P/15,548,626549,F,ampara
Kalappukaddu,P/15,572,855207,F,ampara
Kalappukaddu,P/15,586,172086,M,ampara
Kalappukaddu,P/15,608,609122,F,ampara
Kalappukaddu,P/15,632,372720,M,ampara
Kalappukaddu,P/15,637,594699,M,ampara
Kalappukaddu,P/15,653,941790,M,ampara
Kalappukaddu,P/15,674/2,707878,F,ampara
Kalappukaddu,P/15,753,504120,F,ampara
Kalappukaddu,P/15,760/2,616673,F,ampara
Kalappukaddu,P/15,14/1,68729,F,ampara
Kalappukaddu,P/15,60,660216,F,ampara
Kalappukaddu,P/15,75/1/A,424714,M,ampara
Kalappukaddu,P/15,110/A,534288,M,ampara
Kalappukaddu,P/15,142/1,949910,F,ampara
Kalappukaddu,P/15,159/1,127504,M,ampara
Kalappukaddu,P/15,160,57437,M,ampara
Kalappukaddu,P/15,168,37974,F,ampara
Kalappukaddu,P/15,174/1,395545,M,ampara
Kalappukaddu,P/15,220,774524,M,ampara
Kalappukaddu,P/15,224,97897,M,ampara
Kalappukaddu,P/15,231,900346,M,ampara
Kalappukaddu,P/15,232,416737,F,ampara
Kalappukaddu,P/15,265,201513,M,ampara
Kalappukaddu,P/15,307,843993,M,ampara
Kalappukaddu,P/15,307,109697,M,ampara
Kalappukaddu,P/15,308,331542,M,ampara
Kalappukaddu,P/15,330,802965,F,ampara
VinayagapuraF 2,TK/10A/1,2/B,444950,M,ampara
VinayagapuraF 2,TK/10A/1,68/B,642050,M,ampara
VinayagapuraF 2,TK/10A/1,82/B,256967,F,ampara
VinayagapuraF 2,TK/10A/1,138/1,567364,F,ampara
VinayagapuraF 2,TK/10A/1,181,138445,M,ampara
VinayagapuraF 2,TK/10A/1,212/A,59089,F,ampara
VinayagapuraF 2,TK/10A/1,245/1,987602,M,ampara
VinayagapuraF 2,TK/10A/1,271/A,520083,M,ampara
VinayagapuraF 2,TK/10A/1,300/B,7390,M,ampara
VinayagapuraF 2,TK/10A/1,322,933639,M,ampara
VinayagapuraF 2,TK/10A/1,337/B,701922,M,ampara
VinayagapuraF 3,TK/10A/2,7/C,931392,F,ampara
VinayagapuraF 3,TK/10A/2,73,195385,F,ampara
VinayagapuraF 3,TK/10A/2,76/B,524172,M,ampara
VinayagapuraF 3,TK/10A/2,80/A,962978,F,ampara
VinayagapuraF 3,TK/10A/2,91/C,839267,M,ampara
VinayagapuraF 3,TK/10A/2,108,420062,M,ampara
VinayagapuraF 3,TK/10A/2,113,999008,M,ampara
VinayagapuraF 3,TK/10A/2,204/1,35266,M,ampara
VinayagapuraF 3,TK/10A/2,200/A,608177,M,ampara
VinayagapuraF 3,TK/10A/2,208,146034,F,ampara
VinayagapuraF 3,TK/10A/2,220,376737,M,ampara
VinayagapuraF 3,TK/10A/2,353/A,960091,M,ampara
VinayagapuraF 1,TK/10A,24/A,896034,M,ampara
VinayagapuraF 1,TK/10A,41/A,946857,F,ampara
VinayagapuraF 1,TK/10A,47/B,860636,F,ampara
VinayagapuraF 1,TK/10A,68,99182,M,ampara
VinayagapuraF 1,TK/10A,74,458896,M,ampara
VinayagapuraF 1,TK/10A,136,883131,F,ampara
VinayagapuraF 1,TK/10A,137,515147,M,ampara
VinayagapuraF 1,TK/10A,138,443910,M,ampara
VinayagapuraF 1,TK/10A,146/A,551493,M,ampara
VinayagapuraF 1,TK/10A,180/A,912697,M,ampara
VinayagapuraF 1,TK/10A,186,198724,F,ampara
VinayagapuraF 1,TK/10A,203,709964,F,ampara
VinayagapuraF 1,TK/10A,210,971659,M,ampara
VinayagapuraF 1,TK/10A,234/C,604067,F,ampara
VinayagapuraF 1,TK/10A,257,773926,M,ampara
VinayagapuraF 1,TK/10A,265,35995,F,ampara
VinayagapuraF 4,TK/10A/3,23/A,393081,M,ampara
VinayagapuraF 4,TK/10A/3,106/A,738303,F,ampara
VinayagapuraF 4,TK/10A/3,110/B/1,869555,M,ampara
VinayagapuraF 4,TK/10A/3,120/A,734393,M,ampara
VinayagapuraF 4,TK/10A/3,209/1,478499,M,ampara
VinayagapuraF 4,TK/10A/3,251/1,922904,M,ampara
VinayagapuraF 4,TK/10A/3,380,494953,M,ampara
VinayagapuraF 4,TK/10A/3,396,14248,F,ampara
VinayagapuraF 4,TK/10A/3,426,737952,M,ampara
VinayagapuraF 4,TK/10A/3,468,907225,F,ampara
VinayagapuraF 4,TK/10A/3,524,877151,M,ampara
VinayagapuraF 4,TK/10A/3,525,988960,F,ampara
SangamangramaF,TK/10D,35,693077,M,ampara
SangamangramaF,TK/10D,60,763780,M,ampara
SangamangramaF,TK/10D,80,816492,M,ampara
SangamangramaF,TK/10D,92,648957,M,ampara
SangamangramaF,TK/10D,96,377001,F,ampara
SangamangramaF,TK/10D,288,437940,M,ampara
SangamangramaF,TK/10D,415,224853,M,ampara
SangamangramaF,TK/10D,589,726127,F,ampara
SangamangramaF,TK/10D,635,57901,F,ampara
Thandiyadi,TK/10C,2,56509,F,ampara
Thandiyadi,TK/10C,10,800552,F,ampara
Thandiyadi,TK/10C,62/1,469679,M,ampara
Thandiyadi,TK/10C,71/A,830394,F,ampara
Thandiyadi,TK/10C,91,466191,F,ampara
Thandiyadi,TK/10C,57,89287,M,ampara
ThangavelayudapuraF,TK/10E,432,350492,M,ampara
Thirukkovil 1,TK/10,272,409926,M,ampara
Thirukkovil 1,TK/10,276,582302,M,ampara
Thirukkovil 1,TK/10,308,87952,F,ampara
Thirukkovil 1,TK/10,500,209154,M,ampara
Thirukkovil 1,TK/10,532,67628,M,ampara
Thirukkovil 1,TK/10,567,872271,F,ampara
Thirukkovil 1,TK/10,660,729704,M,ampara
Thirukkovil 1,TK/10,689,837595,M,ampara
Thirukkovil 1,TK/10,817,633138,M,ampara
Thirukkovil 1,TK/10,821,620302,M,ampara
Thirukkovil 1,TK/10,822,77392,M,ampara
Thirukkovil 2,TK/10/1,42/1,805033,F,ampara
Thirukkovil 2,TK/10/1,160/1,653405,M,ampara
Thirukkovil 2,TK/10/1,308,443454,F,ampara
Thirukkovil 2,TK/10/1,332,827418,F,ampara
Thirukkovil 2,TK/10/1,580,247237,M,ampara
Thirukkovil 3,TK/10/2,32/A,497771,F,ampara
Thirukkovil 3,TK/10/2,36/C,499099,F,ampara
Thirukkovil 3,TK/10/2,68/2,660358,M,ampara
Thirukkovil 3,TK/10/2,85/2,188503,F,ampara
Thirukkovil 3,TK/10/2,131,317538,M,ampara
Thirukkovil 3,TK/10/2,140/A/1,219161,F,ampara
Thirukkovil 3,TK/10/2,163,265788,F,ampara
Thirukkovil 3,TK/10/2,168,8671,M,ampara
Thirukkovil 3,TK/10/2,2-Aug,529591,F,ampara
Thirukkovil 3,TK/10/2,8-Aug,588690,M,ampara
Thirukkovil 3,TK/10/2,91/1,889601,M,ampara
Thirukkovil 3,TK/10/2,136,904313,M,ampara
Thirukkovil 4,TK/10E/1,3/A,862437,F,ampara
Thirukkovil 4,TK/10E/1,1-May,903633,M,ampara
Thirukkovil 4,TK/10E/1,40/A/1,359970,F,ampara
Thirukkovil 4,TK/10E/1,50,561367,M,ampara
Thirukkovil 4,TK/10E/1,65/B/2,911196,M,ampara
Thirukkovil 4,TK/10E/1,68,803117,M,ampara
Thirukkovil 4,TK/10E/1,115/A,982717,M,ampara
Thirukkovil 4,TK/10E/1,171/1,411590,F,ampara
Thirukkovil 4,TK/10E/1,182/A/2,920846,M,ampara
Thirukkovil 4,TK/10E/1,189/A,242908,F,ampara
Thirukkovil 4,TK/10E/1,213/A,578649,M,ampara
Thirukkovil 4,TK/10E/1,220,326257,M,ampara
Thirukkovil 4,TK/10E/1,225/1,201006,M,ampara
Thirukkovil 4,TK/10E/1,226,856579,F,ampara
Thirukkovil 4,TK/10E/1,240/C,894600,M,ampara
Thirukkovil 4,TK/10E/1,283,308788,F,ampara
Thirukkovil 4,TK/10E/1,392,677531,F,ampara
Thirukkovil 4,TK/10E/1,464,432277,M,ampara
Thirukkovil 4,TK/10E/1,549,957216,F,ampara
Thirukkovil 4,TK/10E/1,553,80832,M,ampara
Thirukkovil 4,TK/10E/1,569,925986,M,ampara
Thirukkovil 4,TK/10E/1,647,712943,M,ampara
Thirukkovil 4,TK/10E/1,688,362962,M,ampara
Thirukkovil 4,TK/10E/1,6/A,840001,M,ampara
Thirukkovil 4,TK/10E/1,33/1,671214,M,ampara
Thirukkovil 4,TK/10E/1,58/A,470114,M,ampara
Thirukkovil 4,TK/10E/1,132,164999,F,ampara
Thirukkovil 4,TK/10E/1,351,410698,M,ampara
Kanchikudicharu,TK/10B,121,904164,M,ampara
Kanchikudicharu,TK/10B,218,364265,M,ampara
Kanchikudicharu,TK/10B,252,292637,F,ampara
Kanchikudicharu,TK/10B,384,693764,M,ampara
Kanchikudicharu,TK/10B,313,872126,F,ampara
Kanchikudicharu,TK/10B,16,938580,F,ampara
Kanchikudicharu,TK/10B,54,741590,M,ampara
Kanchikudicharu,TK/10B,82,525816,F,ampara
Kanchirankuda,TK/10D/1,21,164817,M,ampara
Kanchirankuda,TK/10D/1,26,328202,F,ampara
ThaFbiluvil 2 East,TK/11A,21,470953,F,ampara
ThaFbiluvil 2 East,TK/11A,39,384726,F,ampara
ThaFbiluvil 2 East,TK/11A,67/A,696428,F,ampara
ThaFbiluvil 2 East,TK/11A,76,521380,F,ampara
ThaFbiluvil 2 East,TK/11A,92,750804,M,ampara
ThaFbiluvil 2 East,TK/11A,220,454056,M,ampara
ThaFbiluvil 2 East,TK/11A,234,402939,M,ampara
ThaFbiluvil 2 East,TK/11A,317,132000,F,ampara
ThaFbiluvil 2 East,TK/11A,414,716834,M,ampara
ThaFbiluvil 2 East,TK/11A,417,278490,F,ampara
ThaFbiluvil 2 West,TK/11B,17,257610,M,ampara
ThaFbiluvil 2 West,TK/11B,25,473540,M,ampara
ThaFbiluvil 2 West,TK/11B,38,587125,F,ampara
ThaFbiluvil 2 West,TK/11B,64,272524,F,ampara
ThaFbiluvil 2 West,TK/11B,102,660608,F,ampara
ThaFbiluvil 2 West,TK/11B,111,744822,F,ampara
ThaFbiluvil 2 West,TK/11B,153/A,471588,M,ampara
ThaFbiluvil 2 West,TK/11B,203/A,728707,F,ampara
ThaFbiluvil 2 West,TK/11B,216/A,343621,M,ampara
ThaFbiluvil 2 West,TK/11B,367,69183,M,ampara
ThaFbiluvil 2 West,TK/11B,399,467070,M,ampara
SangamaF,TK/11C,45,443665,M,ampara
SangamaF,TK/11C,102,177451,M,ampara
SangamaF,TK/11C,120,415721,M,ampara
SangamaF,TK/11C,180,205460,F,ampara
SangamaF,TK/11C,255,77502,M,ampara
SangamaF,TK/11C,258,280638,M,ampara
ThaFbiluvil 2 North,TK/11,1,489357,M,ampara
ThaFbiluvil 2 North,TK/11,18,418881,F,ampara
ThaFbiluvil 2 North,TK/11,124,233367,F,ampara
ThaFbiluvil 2 North,TK/11,161,422729,M,ampara
ThaFbiluvil 2 North,TK/11,163/A,264251,M,ampara
ThaFbiluvil 2 North,TK/11,165,118438,M,ampara
ThaFbiluvil 2 North,TK/11,324,15322,M,ampara
ThaFbiluvil 1 South,TK/12B,25,182117,F,ampara
ThaFbiluvil 1 South,TK/12B,53/B,916963,M,ampara
ThaFbiluvil 1 South,TK/12B,61/A,749602,M,ampara
ThaFbiluvil 1 South,TK/12B,64/A,732980,M,ampara
ThaFbiluvil 1 South,TK/12B,105,191094,F,ampara
ThaFbiluvil 1 South,TK/12B,466,384191,F,ampara
ThaFbiluvil 1 West,TK/12,3,408137,F,ampara
ThaFbiluvil 1 West,TK/12,21/A,932145,M,ampara
ThaFbiluvil 1 West,TK/12,50,847672,F,ampara
ThaFbiluvil 1 West,TK/12,81/C,25893,M,ampara
ThaFbiluvil 1 West,TK/12,108,39646,F,ampara
ThaFbiluvil 1 West,TK/12,148/A,9037,F,ampara
ThaFbiluvil 1 West,TK/12,157,205652,M,ampara
ThaFbiluvil 1 West,TK/12,222,724378,F,ampara
ThaFbiluvil 1 West,TK/12,223/A,26644,F,ampara
ThaFbiluvil 1 West,TK/12,252,268398,M,ampara
ThaFbiluvil 1 West,TK/12,268/B,415369,M,ampara
ThaFbiluvil 1 West,TK/12,324/A,524375,M,ampara
ThaFbiluvil 1 West,TK/12,333,505965,M,ampara
ThaFbiluvil 1 West,TK/12,360,372151,F,ampara
ThaFbiluvil 1 East,TK/12C,136,185952,M,ampara
ThaFbiluvil 1 East,TK/12C,137,7851,M,ampara
ThaFbiluvil 1 East,TK/12C,138,50357,M,ampara
ThaFbiluvil 1 East,TK/12C,143,899284,M,ampara
ThaFbiluvil 1 East,TK/12C,148,586065,M,ampara
ThaFbiluvil 1 East,TK/12C,149,920179,M,ampara
ThaFbiluvil 1 East,TK/12C,213,269704,F,ampara
ThaFbiluvil 1 East,TK/12C,278,148733,M,ampara
ThaFbiluvil 1 East,TK/12C,50/A,200388,M,ampara
ThaFbiluvil 1 East,TK/12C,109,457621,F,ampara
ThaFbiluvil 1 East,TK/12C,120,385795,M,ampara
ThaFbiluvil 1 East,TK/12C,125,573391,M,ampara
ThaFbiluvil 1 East,TK/12C,146,554860,M,ampara
ThaFbiluvil 1 East,TK/12C,149,779712,F,ampara
ThaFbiluvil 1 East,TK/12C,167,745448,M,ampara
ThaFbiluvil 1 East,TK/12C,185,571221,F,ampara
ThaFbiluvil 1 East,TK/12C,203,923242,M,ampara
ThaFbiluvil 1 East,TK/12C,274,326689,F,ampara
ThaFbiluvil 1 East,TK/12C,351,787288,M,ampara
ThaFbiluvil 1 East,TK/12C,355,993882,M,ampara
ThaFbiluvil 1 East,TK/12C,358,59417,M,ampara
ThaFbiluvil 1,TK/12A,40,307580,F,ampara
ThaFbiluvil 1,TK/12A,124,602808,M,ampara
ThaFbiluvil 1,TK/12A,148/A,375920,M,ampara
ThaFbiluvil 1,TK/12A,150/A,961458,M,ampara
ThaFbiluvil 1,TK/12A,155,880991,M,ampara
ThaFbiluvil 1,TK/12A,200,27218,M,ampara
ThaFbiluvil 2,TK/12A/1,34,379659,F,ampara
ThaFbiluvil 2,TK/12A/1,98,425,F,ampara
Panankadu,AP/13,15/A,426101,F,ampara
Panankadu,AP/13,41,289404,F,ampara
